"outer_fold","class","params","mean_kappa","mean_acc","class_0","class_1"
"AAML03P1","4_8","{'C': 1, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.867294485732548,0.970807833537332,4,8
"AAML03P1","4_9","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.892027544784008,0.967862092862093,4,9
"AAML03P1","5_10","{'C': 100, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 3000}",0.644333403464479,0.918055555555556,5,10
"AAML03P1","5_11","{'C': 0.1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.612108479755539,0.916282389108476,5,11
"AAML03P1","5_12","{'C': 0.1, 'class_weight': None, 'gamma': 0.01, 'probability': True, 'n_genes': 1000}",0.786337440790848,0.76305002669107,5,12
"AAML03P1","5_13","{'C': 1, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.956421561655525,0.98682745825603,5,13
"AAML03P1","5_14","{'C': 1000, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.833500432152118,0.962222715173026,5,14
"AAML03P1","5_6","{'C': 10, 'class_weight': None, 'gamma': 0.01, 'probability': True, 'n_genes': 1000}",0.666666666666667,0.916666666666667,5,6
"AAML03P1","5_7","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.861615314257262,0.950124031007752,5,7
"AAML03P1","5_8","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.797498377023831,0.935035552682612,5,8
"AAML03P1","5_9","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.865525672371638,0.927272727272727,5,9
"AAML03P1","6_10","{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.981366459627329,0.990740740740741,6,10
"AAML03P1","6_11","{'C': 1, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 2000}",0.985679214402619,0.992857142857143,6,11
"AAML03P1","6_12","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.978427279053584,0.989247311827957,6,12
"AAML03P1","6_13","{'C': 1, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.986024844720497,0.993055555555556,6,13
"AAML03P1","6_14","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.62154203405802,0.869195046439629,6,14
"AAML03P1","6_7","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'scale', 'probability': True, 'n_genes': 1000}",0.982674789370151,0.996214005416459,6,7
"AAML03P1","6_8","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'scale', 'probability': True, 'n_genes': 1000}",0.741074353095316,0.947706422018349,6,8
"AAML03P1","6_9","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",1,1,6,9
"AAML03P1","7_10","{'C': 10, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.820158158275887,0.956936026936027,7,10
"AAML03P1","7_11","{'C': 0.1, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.72598050418832,0.964862034983986,7,11
"AAML03P1","7_12","{'C': 100, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.897339233994862,0.963075396825397,7,12
"AAML03P1","7_13","{'C': 100, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 3000}",0.959119496855346,0.987179487179487,7,13
"AAML03P1","7_14","{'C': 1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.823175631999161,0.946950796950797,7,14
"AAML03P1","7_8","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.918248418615074,0.960777947542653,7,8
"AAML03P1","7_9","{'C': 1, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.872881355932203,0.933035714285714,7,9
"AAML03P1","8_10","{'C': 1000, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.773085749377898,0.92470097020097,8,10
"AAML03P1","8_11","{'C': 1000, 'class_weight': None, 'gamma': 'scale', 'probability': True, 'n_genes': 1000}",0.457886649395978,0.855265547460669,8,11
"AAML03P1","8_12","{'C': 0.1, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 2000}",0.566786857979679,0.728961862021265,8,12
"AAML03P1","8_13","{'C': 100, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.797735537131452,0.915324638363854,8,13
"AAML03P1","8_14","{'C': 1000, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.865072098878462,0.943518518518519,8,14
"AAML03P1","8_9","{'C': 0.1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.842976857358162,0.919121658483361,8,9
"AAML03P1","9_10","{'C': 0.1, 'class_weight': None, 'gamma': 'scale', 'probability': True, 'n_genes': 2000}",0.708661417322835,0.837837837837838,9,10
"AAML03P1","9_11","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.666666666666667,0.979166666666667,9,11
"AAML03P1","9_12","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.778225806451613,0.886363636363636,9,12
"AAML03P1","9_13","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.807803468208092,0.907894736842105,9,13
"AAML03P1","9_14","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'scale', 'probability': True, 'n_genes': 1000}",0.775,0.881944444444444,9,14
"AAML0531","0_1","{'C': 10, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.406728318179273,0.781439393939394,0,1
"AAML0531","0_10","{'C': 1000, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.683118041981814,0.878708655179243,0,10
"AAML0531","0_11","{'C': 100, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 3000}",0.436615629768801,0.877763813247684,0,11
"AAML0531","0_12","{'C': 1, 'class_weight': None, 'gamma': 'scale', 'probability': True, 'n_genes': 3000}",0.410985010194707,0.725966906656562,0,12
"AAML0531","0_13","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.825788673573782,0.943969102792632,0,13
"AAML0531","0_14","{'C': 1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.587081972246013,0.883585858585859,0,14
"AAML0531","0_2","{'C': 10, 'class_weight': 'balanced', 'gamma': 'scale', 'probability': True, 'n_genes': 3000}",0.777237394877894,0.893713924963925,0,2
"AAML0531","0_3","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 2000}",0.813309497286386,0.913260073260073,0,3
"AAML0531","0_4","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 3000}",0.677943264940381,0.879500003863332,0,4
"AAML0531","0_5","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.534733789465247,0.776163812033377,0,5
"AAML0531","0_6","{'C': 100, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 3000}",0.732902033271719,0.966047297297297,0,6
"AAML0531","0_7","{'C': 1, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.83752549391736,0.914784343791775,0,7
"AAML0531","0_8","{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.743235376210287,0.865246354952237,0,8
"AAML0531","0_9","{'C': 1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.800257510729614,0.896859903381643,0,9
"AAML0531","10_11","{'C': 10, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.541364296081277,0.853603603603604,10,11
"AAML0531","10_12","{'C': 1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.740869076606106,0.858391608391608,10,12
"AAML0531","10_13","{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.890526315789474,0.944548872180451,10,13
"AAML0531","10_14","{'C': 0.1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.903846153846154,0.95,10,14
"AAML0531","11_12","{'C': 100, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.3875,0.678819444444444,11,12
"AAML0531","11_13","{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.793767533967765,0.816052416052416,11,13
"AAML0531","11_14","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.954545454545455,0.99,11,14
"AAML0531","12_13","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 3000}",0.717204198016006,0.778354978354978,12,13
"AAML0531","12_14","{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.866666666666667,0.933333333333333,12,14
"AAML0531","13_14","{'C': 10, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",1,1,13,14
"AAML0531","1_10","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.737366980845242,0.970441908106526,1,10
"AAML0531","1_11","{'C': 100, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 3000}",0.578125,0.975703324808184,1,11
"AAML0531","1_12","{'C': 0.1, 'class_weight': None, 'gamma': 0.01, 'probability': True, 'n_genes': 1000}",0.867313915857605,0.959349593495935,1,12
"AAML0531","1_13","{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.891168420938761,0.982193158953722,1,13
"AAML0531","1_14","{'C': 100, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.866935483870968,0.984848484848485,1,14
"AAML0531","1_2","{'C': 0.1, 'class_weight': None, 'gamma': 0.01, 'probability': True, 'n_genes': 1000}",0.871409266804529,0.955081300813008,1,2
"AAML0531","1_3","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 0.01, 'probability': True, 'n_genes': 1000}",0.875562556255626,0.933544303797468,1,3
"AAML0531","1_4","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 3000}",0.7780774653159,0.898623528322137,1,4
"AAML0531","1_5","{'C': 1, 'class_weight': None, 'gamma': 'scale', 'probability': True, 'n_genes': 3000}",0.582810581696167,0.844521044992743,1,5
"AAML0531","1_6","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.5,0.964285714285714,1,6
"AAML0531","1_7","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 0.01, 'probability': True, 'n_genes': 1000}",0.884782608695652,0.94811320754717,1,7
"AAML0531","1_8","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.831246265111932,0.945638820638821,1,8
"AAML0531","1_9","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.865842280123311,0.931927212572374,1,9
"AAML0531","2_10","{'C': 1000, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.875191918699583,0.949343339587242,2,10
"AAML0531","2_11","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.8,0.977777777777778,2,11
"AAML0531","2_12","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.931505791505791,0.967402597402597,2,12
"AAML0531","2_13","{'C': 1, 'class_weight': 'balanced', 'gamma': 'scale', 'probability': True, 'n_genes': 2000}",0.967262529332087,0.986062717770035,2,13
"AAML0531","2_14","{'C': 10, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.928571428571429,0.972222222222222,2,14
"AAML0531","2_3","{'C': 0.1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.896881832873847,0.958778051450465,2,3
"AAML0531","2_4","{'C': 0.1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.884880149005939,0.969655666394797,2,4
"AAML0531","2_5","{'C': 1, 'class_weight': 'balanced', 'gamma': 0.01, 'probability': True, 'n_genes': 2000}",0.871366796394873,0.948853046594982,2,5
"AAML0531","2_6","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.990458015267176,0.996875,2,6
"AAML0531","2_7","{'C': 0.1, 'class_weight': None, 'gamma': 'scale', 'probability': True, 'n_genes': 3000}",0.943977591036415,0.973958333333333,2,7
"AAML0531","2_8","{'C': 1, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.907225831776621,0.95544647031323,2,8
"AAML0531","2_9","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.899082568807339,0.954545454545455,2,9
"AAML0531","3_10","{'C': 10, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.71770833922408,0.908602150537634,3,10
"AAML0531","3_11","{'C': 1000, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.748016246953696,0.970690133037694,3,11
"AAML0531","3_12","{'C': 1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.863165178987964,0.950043465662127,3,12
"AAML0531","3_13","{'C': 10, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.919753086419753,0.980769230769231,3,13
"AAML0531","3_14","{'C': 1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.860446570972887,0.953333333333333,3,14
"AAML0531","3_4","{'C': 0.1, 'class_weight': None, 'gamma': 'scale', 'probability': True, 'n_genes': 3000}",0.931997096501043,0.97334589008017,3,4
"AAML0531","3_5","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 0.01, 'probability': True, 'n_genes': 1000}",0.845050215208034,0.916770186335404,3,5
"AAML0531","3_6","{'C': 0.1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.741240666283745,0.975223546944858,3,6
"AAML0531","3_7","{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.922075431947759,0.969161449440334,3,7
"AAML0531","3_8","{'C': 0.1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.880291116914628,0.943049612464214,3,8
"AAML0531","3_9","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 0.01, 'probability': True, 'n_genes': 1000}",0.903780964797914,0.95609756097561,3,9
"AAML0531","4_10","{'C': 0.1, 'class_weight': None, 'gamma': 'scale', 'probability': True, 'n_genes': 3000}",0.694314611213104,0.93726705898837,4,10
"AAML0531","4_11","{'C': 100, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.741681638198411,0.986214274120963,4,11
"AAML0531","4_12","{'C': 0.1, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.812882334090785,0.97921701247253,4,12
"AAML0531","4_13","{'C': 1000, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.921223632334743,0.994607244607245,4,13
"AAML0531","4_14","{'C': 10, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.743832171791605,0.954237824161923,4,14
"AAML0531","4_5","{'C': 1, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.796491777409813,0.923674151935022,4,5
"AAML0531","4_6","{'C': 100, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 3000}",0.741156567210089,0.990250329380764,4,6
"AAML0531","4_7","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 3000}",0.922551323033227,0.978957953855495,4,7
"AAML0531","4_8","{'C': 1000, 'class_weight': 'balanced', 'gamma': 'scale', 'probability': True, 'n_genes': 1000}",0.844571212876822,0.950105021382051,4,8
"AAML0531","4_9","{'C': 1, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.912441176470588,0.974358974358974,4,9
"AAML0531","5_10","{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.770675830469645,0.964814814814815,5,10
"AAML0531","5_11","{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.625668449197861,0.962450592885375,5,11
"AAML0531","5_12","{'C': 1000, 'class_weight': None, 'gamma': 0.01, 'probability': True, 'n_genes': 1000}",0.769935247529861,0.924959963395104,5,12
"AAML0531","5_13","{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.938946350174864,0.984897959183674,5,13
"AAML0531","5_14","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.825861195542047,0.968056787932564,5,14
"AAML0531","5_6","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.5,0.875,5,6
"AAML0531","5_7","{'C': 10, 'class_weight': None, 'gamma': 0.01, 'probability': True, 'n_genes': 2000}",0.873529411764706,0.936046511627907,5,7
"AAML0531","5_8","{'C': 1, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 2000}",0.806045499123302,0.919966063348416,5,8
"AAML0531","5_9","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.851106500966277,0.9202304737516,5,9
"AAML0531","6_10","{'C': 10, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",1,1,6,10
"AAML0531","6_11","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",1,1,6,11
"AAML0531","6_12","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.978427279053584,0.989247311827957,6,12
"AAML0531","6_13","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",1,1,6,13
"AAML0531","6_14","{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.871342512908778,0.955592105263158,6,14
"AAML0531","6_7","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.991571871768356,0.998466257668712,6,7
"AAML0531","6_8","{'C': 10, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.741074353095316,0.947706422018349,6,8
"AAML0531","6_9","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.666666666666667,0.888888888888889,6,9
"AAML0531","7_10","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.808359982334506,0.916969696969697,7,10
"AAML0531","7_11","{'C': 1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.781723625557207,0.971341463414634,7,11
"AAML0531","7_12","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 3000}",0.902040816326531,0.9625,7,12
"AAML0531","7_13","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.93010752688172,0.974358974358974,7,13
"AAML0531","7_14","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.893617021276596,0.965277777777778,7,14
"AAML0531","7_8","{'C': 0.1, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.920304292170438,0.960504201680672,7,8
"AAML0531","7_9","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.915577889447236,0.957142857142857,7,9
"AAML0531","8_10","{'C': 1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.774564554581879,0.926996708246708,8,10
"AAML0531","8_11","{'C': 10, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.323684435697784,0.796450216450216,8,11
"AAML0531","8_12","{'C': 0.1, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 2000}",0.38700228832952,0.624406161699025,8,12
"AAML0531","8_13","{'C': 0.1, 'class_weight': None, 'gamma': 'scale', 'probability': True, 'n_genes': 3000}",0.80220449389788,0.920000883236177,8,13
"AAML0531","8_14","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.884032634032634,0.96797385620915,8,14
"AAML0531","8_9","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.868498258352549,0.931042007637752,8,9
"AAML0531","9_10","{'C': 100, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.646023166023166,0.845439189189189,9,10
"AAML0531","9_11","{'C': 0.1, 'class_weight': None, 'gamma': 'scale', 'probability': True, 'n_genes': 2000}",0.75,0.984375,9,11
"AAML0531","9_12","{'C': 0.1, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.841346153846154,0.914772727272727,9,12
"AAML0531","9_13","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.838297872340426,0.91578947368421,9,13
"AAML0531","9_14","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 3000}",0.833846153846154,0.933333333333333,9,14
"AAML1031","0_1","{'C': 100, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 2000}",0.277181492451125,0.746448632668145,0,1
"AAML1031","0_10","{'C': 1, 'class_weight': 'balanced', 'gamma': 'scale', 'probability': True, 'n_genes': 1000}",0.591861081654295,0.817714424951267,0,10
"AAML1031","0_11","{'C': 1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.349791492910759,0.911030346104973,0,11
"AAML1031","0_12","{'C': 10, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.618565985400289,0.832748838346784,0,12
"AAML1031","0_13","{'C': 1, 'class_weight': None, 'gamma': 'scale', 'probability': True, 'n_genes': 2000}",0.801029932410686,0.917361111111111,0,13
"AAML1031","0_14","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.854185842843228,0.930848145709897,0,14
"AAML1031","0_2","{'C': 1, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 2000}",0.770127957590921,0.887732555143269,0,2
"AAML1031","0_3","{'C': 0.1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.840215634327918,0.925740019474197,0,3
"AAML1031","0_4","{'C': 0.1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.65114831558682,0.865147442163571,0,4
"AAML1031","0_5","{'C': 1000, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 2000}",0.398463331911168,0.763797566457413,0,5
"AAML1031","0_6","{'C': 10, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.75,0.96875,0,6
"AAML1031","0_7","{'C': 0.1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.818394685541828,0.90599117049539,0,7
"AAML1031","0_8","{'C': 10, 'class_weight': None, 'gamma': 0.01, 'probability': True, 'n_genes': 1000}",0.725671962169281,0.857908496732026,0,8
"AAML1031","0_9","{'C': 1, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.798235038819501,0.891304347826087,0,9
"AAML1031","10_11","{'C': 1, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 2000}",0.33047619047619,0.75140056022409,10,11
"AAML1031","10_12","{'C': 1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.759150414106332,0.875437062937063,10,12
"AAML1031","10_13","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.841000282122818,0.930952380952381,10,13
"AAML1031","10_14","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.795667447306792,0.773958333333333,10,14
"AAML1031","11_12","{'C': 100, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 3000}",0.369885398981324,0.526587301587302,11,12
"AAML1031","11_13","{'C': 1000, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 3000}",0.824344224574321,0.838961038961039,11,13
"AAML1031","11_14","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.708771929824561,0.92948717948718,11,14
"AAML1031","12_13","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.643725558293505,0.65702380952381,12,13
"AAML1031","12_14","{'C': 100, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 3000}",0.854545454545455,0.927272727272727,12,14
"AAML1031","13_14","{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.979099678456592,0.990384615384615,13,14
"AAML1031","1_10","{'C': 10, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.717788121850786,0.934687774363477,1,10
"AAML1031","1_11","{'C': 10, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.636731485794131,0.963714833759591,1,11
"AAML1031","1_12","{'C': 10, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.856237649282584,0.949512195121951,1,12
"AAML1031","1_13","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 3000}",0.883253008202738,0.966349206349206,1,13
"AAML1031","1_14","{'C': 10, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.885084520558057,0.971717171717172,1,14
"AAML1031","1_2","{'C': 10, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.875770305964673,0.957583559168925,1,2
"AAML1031","1_3","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 2000}",0.89005323895984,0.942549411503442,1,3
"AAML1031","1_4","{'C': 10, 'class_weight': None, 'gamma': 0.01, 'probability': True, 'n_genes': 2000}",0.786076954200243,0.905843901523309,1,4
"AAML1031","1_5","{'C': 1, 'class_weight': None, 'gamma': 'scale', 'probability': True, 'n_genes': 2000}",0.498628125747848,0.80562106918239,1,5
