"model","type","fold","prob_cutoff","kappa","accuracy","n_accepted","n_rejected","perc_rejected","rejected_accuracy","total_samples"
"xgboost","loso","AAML0531",0.36,0.732096298223992,0.77698355968549,1399,228,0.140135218192993,0.429824561403509,1627
"xgboost","loso","AAML0531",0.37,0.735273418675029,0.779783393501805,1385,242,0.148740012292563,0.433884297520661,1627
"xgboost","loso","AAML0531",0.38,0.740526843380157,0.784546805349183,1346,281,0.172710510141364,0.459074733096085,1627
"xgboost","loso","AAML0531",0.39,0.746852197212688,0.79023646071701,1311,316,0.194222495390289,0.471518987341772,1627
"xgboost","loso","AAML0531",0.4,0.748296601842154,0.791505791505791,1295,332,0.204056545789797,0.481927710843373,1627
"xgboost","loso","AAML0531",0.41,0.754061020021496,0.796703296703297,1274,353,0.216963736939152,0.481586402266289,1627
"xgboost","loso","AAML0531",0.42,0.761887318608742,0.803528468323978,1247,380,0.233558696988322,0.481578947368421,1627
"xgboost","loso","AAML0531",0.43,0.76687639250131,0.807973962571196,1229,398,0.244622003687769,0.482412060301508,1627
"xgboost","loso","AAML0531",0.44,0.773116906188616,0.813798836242727,1203,424,0.26060233558697,0.485849056603774,1627
"xgboost","loso","AAML0531",0.45,0.779873083918478,0.820119352088662,1173,454,0.279041180086048,0.491189427312775,1627
"xgboost","loso","AAML0531",0.46,0.787685441199175,0.827225130890052,1146,481,0.295636140135218,0.492723492723493,1627
"xgboost","loso","AAML0531",0.47,0.789961906112801,0.829484902309059,1126,501,0.307928703134604,0.500998003992016,1627
"xgboost","loso","AAML0531",0.48,0.794256672926285,0.833787465940054,1101,526,0.323294406883835,0.507604562737643,1627
"xgboost","loso","AAML0531",0.49,0.799143985788065,0.838589981447124,1078,549,0.337430854333128,0.51183970856102,1627
"xgboost","loso","AAML0531",0.5,0.80016741938332,0.840264650283554,1058,569,0.349723417332514,0.520210896309315,1627
"xgboost","loso","AAML0531",0.51,0.807272952763598,0.846525096525097,1036,591,0.363245236631838,0.521150592216582,1627
"xgboost","loso","AAML0531",0.52,0.813975459930234,0.852105778648384,1021,606,0.372464658881377,0.51980198019802,1627
"xgboost","loso","AAML0531",0.53,0.814833819328916,0.853028798411122,1007,620,0.381069452980947,0.525806451612903,1627
"xgboost","loso","AAML0531",0.54,0.820030171167925,0.858307849133537,981,646,0.397049784880148,0.530959752321981,1627
"xgboost","loso","AAML0531",0.55,0.82256028652877,0.860706860706861,962,665,0.408727719729564,0.536842105263158,1627
"xgboost","loso","AAML0531",0.56,0.826522418413036,0.864749733759318,939,688,0.422864167178857,0.542151162790698,1627
"xgboost","loso","AAML0531",0.57,0.828561602094936,0.866883116883117,924,703,0.432083589428396,0.546230440967283,1627
"xgboost","loso","AAML0531",0.58,0.83728304642244,0.874310915104741,907,720,0.442532267977873,0.544444444444444,1627
"xgboost","loso","AAML0531",0.59,0.839341132711552,0.876265466816648,889,738,0.45359557467732,0.550135501355014,1627
"xgboost","loso","AAML0531",0.6,0.84245708313644,0.879310344827586,870,757,0.465273509526736,0.554821664464993,1627
"xgboost","loso","AAML0531",0.61,0.845531771031774,0.88187134502924,855,772,0.474492931776275,0.558290155440414,1627
"xgboost","loso","AAML0531",0.62,0.851136669256514,0.886769964243147,839,788,0.484326982175784,0.559644670050761,1627
"xgboost","loso","AAML0531",0.63,0.857283683658219,0.892156862745098,816,811,0.498463429625077,0.563501849568434,1627
"xgboost","loso","AAML0531",0.64,0.869576725133914,0.902010050251256,796,831,0.510755992624462,0.561973525872443,1627
"xgboost","loso","AAML0531",0.65,0.871707094061777,0.904092071611253,782,845,0.519360786724032,0.565680473372781,1627
"xgboost","loso","AAML0531",0.66,0.876395589727903,0.908136482939633,762,865,0.531653349723417,0.569942196531792,1627
"xgboost","loso","AAML0531",0.67,0.881136496922936,0.912043301759134,739,888,0.54578979717271,0.57545045045045,1627
"xgboost","loso","AAML0531",0.68,0.886264958170073,0.916201117318436,716,911,0.559926244622004,0.580680570801317,1627
"xgboost","loso","AAML0531",0.69,0.884769822655985,0.915351506456241,697,930,0.57160417947142,0.588172043010753,1627
"xgboost","loso","AAML0531",0.7,0.888987500704959,0.919117647058823,680,947,0.582052858020897,0.591341077085533,1627
"xgboost","loso","AAML0531",0.71,0.890677648820666,0.920852359208524,657,970,0.59618930547019,0.597938144329897,1627
"xgboost","loso","AAML0531",0.72,0.894341099355704,0.923809523809524,630,997,0.612784265519361,0.60481444332999,1627
"xgboost","loso","AAML0531",0.73,0.896841786181157,0.925619834710744,605,1022,0.628149969268592,0.611545988258317,1627
"xgboost","loso","AAML0531",0.74,0.901528569947112,0.929188255613126,579,1048,0.644130301167793,0.61736641221374,1627
"xgboost","loso","AAML0531",0.75,0.905554990469704,0.932384341637011,562,1065,0.654578979717271,0.620657276995305,1627
"xgboost","loso","AAML0531",0.76,0.923503560549018,0.94589552238806,536,1091,0.670559311616472,0.621448212648946,1627
"xgboost","loso","AAML0531",0.77,0.921096271064898,0.944333996023857,503,1124,0.690842040565458,0.631672597864769,1627
"xgboost","loso","AAML0531",0.78,0.924406324831319,0.94692144373673,471,1156,0.710510141364475,0.639273356401384,1627
"xgboost","loso","AAML0531",0.79,0.931809165576926,0.952488687782805,442,1185,0.728334357713583,0.644725738396625,1627
"xgboost","loso","AAML0531",0.8,0.93008882434395,0.951690821256039,414,1213,0.745543945912723,0.652102225886232,1627
"xgboost","loso","AAML0531",0.81,0.931429594485722,0.953002610966057,383,1244,0.76459741856177,0.659163987138264,1627
"xgboost","loso","AAML0531",0.82,0.922336239292448,0.947214076246334,341,1286,0.79041180086048,0.670295489891135,1627
"xgboost","loso","AAML0531",0.83,0.930860805860806,0.95364238410596,302,1325,0.814382298709281,0.676981132075472,1627
"xgboost","loso","AAML0531",0.84,0.932061412282457,0.955465587044534,247,1380,0.848186846957591,0.68768115942029,1627
"xgboost","loso","AAML0531",0.85,0.944732500589206,0.965174129353234,201,1426,0.876459741856177,0.694950911640954,1627
"xgboost","loso","AAML0531",0.86,0.963411491883535,0.97887323943662,142,1485,0.912722802704364,0.704377104377104,1627
"xgboost","loso","AAML0531",0.87,0.960354280894137,0.978723404255319,94,1533,0.942224953902889,0.712981082844097,1627
"xgboost","loso","AAML0531",0.88,0.929532351057015,0.963636363636364,55,1572,0.96619545175169,0.720101781170484,1627
"xgboost","loso","AAML0531",0.89,1,1,19,1608,0.988322065150584,0.725124378109453,1627
"xgboost","loso","AAML0531",0.9,NA,1,6,1621,0.996312231100184,0.727328809376928,1627
"xgboost","loso","AAML1031",0,0.691603337353641,0.741684359518754,1413,0,0,NA,1413
"xgboost","loso","AAML1031",0.01,0.691603337353641,0.741684359518754,1413,0,0,NA,1413
"xgboost","loso","AAML1031",0.02,0.691603337353641,0.741684359518754,1413,0,0,NA,1413
"xgboost","loso","AAML1031",0.03,0.691603337353641,0.741684359518754,1413,0,0,NA,1413
"xgboost","loso","AAML1031",0.04,0.691603337353641,0.741684359518754,1413,0,0,NA,1413
"xgboost","loso","AAML1031",0.05,0.691603337353641,0.741684359518754,1413,0,0,NA,1413
"xgboost","loso","AAML1031",0.06,0.691603337353641,0.741684359518754,1413,0,0,NA,1413
"xgboost","loso","AAML1031",0.07,0.691603337353641,0.741684359518754,1413,0,0,NA,1413
"xgboost","loso","AAML1031",0.08,0.691603337353641,0.741684359518754,1413,0,0,NA,1413
"xgboost","loso","AAML1031",0.09,0.691603337353641,0.741684359518754,1413,0,0,NA,1413
"xgboost","loso","AAML1031",0.1,0.691603337353641,0.741684359518754,1413,0,0,NA,1413
"xgboost","loso","AAML1031",0.11,0.691603337353641,0.741684359518754,1413,0,0,NA,1413
"xgboost","loso","AAML1031",0.12,0.691603337353641,0.741684359518754,1413,0,0,NA,1413
"xgboost","loso","AAML1031",0.13,0.691603337353641,0.741684359518754,1413,0,0,NA,1413
"xgboost","loso","AAML1031",0.14,0.691603337353641,0.741684359518754,1413,0,0,NA,1413
"xgboost","loso","AAML1031",0.15,0.692171690250339,0.742209631728045,1412,1,0.000707714083510262,0,1413
"xgboost","loso","AAML1031",0.16,0.69279374974884,0.742735648476258,1411,2,0.00141542816702052,0,1413
"xgboost","loso","AAML1031",0.17,0.693028925490423,0.742897727272727,1408,5,0.00353857041755131,0.4,1413
"xgboost","loso","AAML1031",0.18,0.694910323069218,0.744483985765125,1405,8,0.0056617126680821,0.25,1413
"xgboost","loso","AAML1031",0.19,0.695392119910272,0.74481772694782,1399,14,0.00990799716914367,0.428571428571429,1413
"xgboost","loso","AAML1031",0.2,0.699355452697149,0.748201438848921,1390,23,0.016277423920736,0.347826086956522,1413
"xgboost","loso","AAML1031",0.21,0.702821336993933,0.751085383502171,1382,31,0.0219391365888181,0.32258064516129,1413
"xgboost","loso","AAML1031",0.22,0.704070813328727,0.752173913043478,1380,33,0.0233545647558386,0.303030303030303,1413
"xgboost","loso","AAML1031",0.23,0.707336025973267,0.755102040816326,1372,41,0.0290162774239207,0.292682926829268,1413
"xgboost","loso","AAML1031",0.24,0.709326889574273,0.756796473181484,1361,52,0.0368011323425336,0.346153846153846,1413
"xgboost","loso","AAML1031",0.25,0.712630147020353,0.759615384615385,1352,61,0.043170559094126,0.344262295081967,1413
"xgboost","loso","AAML1031",0.26,0.715887266630944,0.76247207743857,1343,70,0.0495399858457183,0.342857142857143,1413
"xgboost","loso","AAML1031",0.27,0.717821464406734,0.76390977443609,1330,83,0.0587402689313517,0.385542168674699,1413
"xgboost","loso","AAML1031",0.28,0.722295796367461,0.767600302800908,1321,92,0.0651096956829441,0.369565217391304,1413
"xgboost","loso","AAML1031",0.29,0.724500090647277,0.769406392694064,1314,99,0.0700636942675159,0.373737373737374,1413
"xgboost","loso","AAML1031",0.3,0.726498615671882,0.771231828615149,1307,106,0.0750176928520878,0.377358490566038,1413
"xgboost","loso","AAML1031",0.31,0.729972337905312,0.774094063222822,1297,116,0.0820948336871904,0.379310344827586,1413
"xgboost","loso","AAML1031",0.32,0.733473458681651,0.777258566978193,1284,129,0.0912951167728238,0.387596899224806,1413
"xgboost","loso","AAML1031",0.33,0.737114757140427,0.780392156862745,1275,138,0.0976645435244161,0.384057971014493,1413
"xgboost","loso","AAML1031",0.34,0.740786249054899,0.783399209486166,1265,148,0.104741684359519,0.385135135135135,1413
"xgboost","loso","AAML1031",0.35,0.748700601557574,0.790024135156879,1243,170,0.120311394196745,0.388235294117647,1413
"xgboost","loso","AAML1031",0.36,0.755898830061753,0.796266233766234,1232,181,0.128096249115357,0.370165745856354,1413
"xgboost","loso","AAML1031",0.37,0.760462759792093,0.800328677074774,1217,196,0.138711960368011,0.377551020408163,1413
"xgboost","loso","AAML1031",0.38,0.762989900391153,0.802653399668325,1206,207,0.146496815286624,0.386473429951691,1413
"xgboost","loso","AAML1031",0.39,0.766096987064219,0.805369127516778,1192,221,0.156404812455768,0.398190045248869,1413
"xgboost","loso","AAML1031",0.4,0.768394207453741,0.80746395250212,1179,234,0.165605095541401,0.41025641025641,1413
"xgboost","loso","AAML1031",0.41,0.776270950753973,0.814113597246127,1162,251,0.177636234961076,0.406374501992032,1413
"xgboost","loso","AAML1031",0.42,0.78094217548046,0.818181818181818,1144,269,0.19037508846426,0.41635687732342,1413
"xgboost","loso","AAML1031",0.43,0.783161517879782,0.820194862710363,1129,284,0.200990799716914,0.429577464788732,1413
"xgboost","loso","AAML1031",0.44,0.783563636363636,0.82078853046595,1116,297,0.210191082802548,0.444444444444444,1413
"xgboost","loso","AAML1031",0.45,0.78590648727854,0.822944896115628,1107,306,0.21656050955414,0.447712418300654,1413
"xgboost","loso","AAML1031",0.46,0.790353574173713,0.826764436296975,1091,322,0.227883934890304,0.453416149068323,1413
"xgboost","loso","AAML1031",0.47,0.795762787545768,0.83147113594041,1074,339,0.239915074309979,0.457227138643068,1413
"xgboost","loso","AAML1031",0.48,0.798340110817817,0.833962264150943,1060,353,0.249823071479122,0.464589235127479,1413
"xgboost","loso","AAML1031",0.49,0.802793186084863,0.837967401725791,1043,370,0.261854210898797,0.47027027027027,1413
"xgboost","loso","AAML1031",0.5,0.804268881613945,0.839494163424125,1028,385,0.272469922151451,0.48051948051948,1413
"xgboost","loso","AAML1031",0.51,0.807271967004353,0.842209072978304,1014,399,0.282377919320594,0.486215538847118,1413
"xgboost","loso","AAML1031",0.52,0.808051329764148,0.843,1000,413,0.292285916489738,0.49636803874092,1413
"xgboost","loso","AAML1031",0.53,0.80962865555804,0.844670050761421,985,428,0.302901627742392,0.504672897196262,1413
"xgboost","loso","AAML1031",0.54,0.810810810810811,0.845837615621788,973,440,0.311394196744515,0.511363636363636,1413
"xgboost","loso","AAML1031",0.55,0.812885982735742,0.847916666666667,960,453,0.320594479830149,0.516556291390728,1413
"xgboost","loso","AAML1031",0.56,0.815903495270649,0.850793650793651,945,468,0.331210191082803,0.521367521367521,1413
"xgboost","loso","AAML1031",0.57,0.817789899828572,0.852654387865656,923,490,0.346779900920028,0.53265306122449,1413
"xgboost","loso","AAML1031",0.58,0.820915855193226,0.855875831485588,902,511,0.361641896673744,0.540117416829746,1413
"xgboost","loso","AAML1031",0.59,0.820959044695802,0.856179775280899,890,523,0.370134465675867,0.546845124282983,1413
"xgboost","loso","AAML1031",0.6,0.821615915444315,0.857305936073059,876,537,0.380042462845011,0.553072625698324,1413
"xgboost","loso","AAML1031",0.61,0.826838712334974,0.861988304093567,855,558,0.394904458598726,0.557347670250896,1413
"xgboost","loso","AAML1031",0.62,0.828814719182769,0.863744075829384,844,569,0.402689313517339,0.560632688927944,1413
"xgboost","loso","AAML1031",0.63,0.83350479761366,0.86819830713422,827,586,0.414720452937013,0.563139931740614,1413
"xgboost","loso","AAML1031",0.64,0.840422141572717,0.874074074074074,810,603,0.426751592356688,0.563847429519071,1413
"xgboost","loso","AAML1031",0.65,0.839068633436556,0.873115577889447,796,617,0.436659589525832,0.572123176661264,1413
"xgboost","loso","AAML1031",0.66,0.836906357937294,0.871959026888604,781,632,0.447275300778485,0.580696202531646,1413
"xgboost","loso","AAML1031",0.67,0.835035799522673,0.87109375,768,645,0.456475583864119,0.587596899224806,1413
"xgboost","loso","AAML1031",0.68,0.838249063131911,0.874331550802139,748,665,0.470629865534324,0.592481203007519,1413
"xgboost","loso","AAML1031",0.69,0.839650082695488,0.875852660300136,733,680,0.481245576786978,0.597058823529412,1413
"xgboost","loso","AAML1031",0.7,0.847050268204826,0.882602545968883,707,706,0.499646142958245,0.60056657223796,1413
"xgboost","loso","AAML1031",0.71,0.85110544688868,0.886792452830189,689,724,0.51238499646143,0.603591160220994,1413
"xgboost","loso","AAML1031",0.72,0.851890392978245,0.887724550898204,668,745,0.527246992215145,0.610738255033557,1413
"xgboost","loso","AAML1031",0.73,0.853749904192534,0.889922480620155,645,768,0.543524416135881,0.6171875,1413
"xgboost","loso","AAML1031",0.74,0.85813510400819,0.89413680781759,614,799,0.565463552724699,0.624530663329161,1413
"xgboost","loso","AAML1031",0.75,0.852331119067629,0.890202702702703,592,821,0.581033262561925,0.634591961023143,1413
"xgboost","loso","AAML1031",0.76,0.852547145660893,0.890625,576,837,0.592356687898089,0.639187574671446,1413
"xgboost","loso","AAML1031",0.77,0.857803675729416,0.894833948339483,542,871,0.616418966737438,0.64638346727899,1413
"xgboost","loso","AAML1031",0.78,0.86469474385118,0.9,510,903,0.639065817409766,0.652270210409745,1413
"xgboost","loso","AAML1031",0.79,0.867533830366186,0.902542372881356,472,941,0.665958952583156,0.660998937300744,1413
"xgboost","loso","AAML1031",0.8,0.862150237845451,0.89908256880734,436,977,0.691436659589526,0.671443193449335,1413
"xgboost","loso","AAML1031",0.81,0.863897371068398,0.900510204081633,392,1021,0.722576079263977,0.680705190989226,1413
"xgboost","loso","AAML1031",0.82,0.855402772365418,0.894586894586895,351,1062,0.751592356687898,0.691148775894539,1413
"xgboost","loso","AAML1031",0.83,0.836173635729438,0.881028938906752,311,1102,0.779900920028309,0.702359346642468,1413
"xgboost","loso","AAML1031",0.84,0.85523173337643,0.89568345323741,278,1135,0.803255484784147,0.703964757709251,1413
"xgboost","loso","AAML1031",0.85,0.847050356371741,0.889344262295082,244,1169,0.827317763623496,0.710863986313088,1413
"xgboost","loso","AAML1031",0.86,0.866739505868255,0.904522613065327,199,1214,0.859164897381458,0.71499176276771,1413
"xgboost","loso","AAML1031",0.87,0.8547234307023,0.896969696969697,165,1248,0.883227176220807,0.721153846153846,1413
"xgboost","loso","AAML1031",0.88,0.841382138829078,0.890756302521008,119,1294,0.915782024062279,0.727975270479134,1413
"xgboost","loso","AAML1031",0.89,0.805873568939771,0.871794871794872,78,1335,0.9447983014862,0.734082397003745,1413
"xgboost","loso","AAML1031",0.9,0.847262247838617,0.905660377358491,53,1360,0.962491153573956,0.735294117647059,1413
"xgboost","loso","AAML1031",0.91,0.866894197952219,0.923076923076923,39,1374,0.9723991507431,0.736535662299854,1413
"xgboost","loso","AAML1031",0.92,0.759036144578313,0.9,20,1393,0.985845718329795,0.739411342426418,1413
"xgboost","loso","AAML1031",0.93,0,0.888888888888889,9,1404,0.993630573248408,0.740740740740741,1413
"xgboost","loso","AAML1031",0.94,NA,1,2,1411,0.99858457183298,0.741318214032601,1413
"xgboost","loso","BEATAML1.0-COHORT",0,0.816024622225475,0.841937200638638,1879,0,0,NA,1879
"xgboost","loso","BEATAML1.0-COHORT",0.01,0.816024622225475,0.841937200638638,1879,0,0,NA,1879
"xgboost","loso","BEATAML1.0-COHORT",0.02,0.816024622225475,0.841937200638638,1879,0,0,NA,1879
"xgboost","loso","BEATAML1.0-COHORT",0.03,0.816024622225475,0.841937200638638,1879,0,0,NA,1879
"xgboost","loso","BEATAML1.0-COHORT",0.04,0.816024622225475,0.841937200638638,1879,0,0,NA,1879
"xgboost","loso","BEATAML1.0-COHORT",0.05,0.816024622225475,0.841937200638638,1879,0,0,NA,1879
"xgboost","loso","BEATAML1.0-COHORT",0.06,0.816024622225475,0.841937200638638,1879,0,0,NA,1879
"xgboost","loso","BEATAML1.0-COHORT",0.07,0.816024622225475,0.841937200638638,1879,0,0,NA,1879
"xgboost","loso","BEATAML1.0-COHORT",0.08,0.816024622225475,0.841937200638638,1879,0,0,NA,1879
"xgboost","loso","BEATAML1.0-COHORT",0.09,0.816024622225475,0.841937200638638,1879,0,0,NA,1879
"xgboost","loso","BEATAML1.0-COHORT",0.1,0.816024622225475,0.841937200638638,1879,0,0,NA,1879
"xgboost","loso","BEATAML1.0-COHORT",0.11,0.816024622225475,0.841937200638638,1879,0,0,NA,1879
"xgboost","loso","BEATAML1.0-COHORT",0.12,0.816024622225475,0.841937200638638,1879,0,0,NA,1879
"xgboost","loso","BEATAML1.0-COHORT",0.13,0.816024622225475,0.841937200638638,1879,0,0,NA,1879
"xgboost","loso","BEATAML1.0-COHORT",0.14,0.816024622225475,0.841937200638638,1879,0,0,NA,1879
"xgboost","loso","BEATAML1.0-COHORT",0.15,0.816024622225475,0.841937200638638,1879,0,0,NA,1879
"xgboost","loso","BEATAML1.0-COHORT",0.16,0.816024622225475,0.841937200638638,1879,0,0,NA,1879
"xgboost","loso","BEATAML1.0-COHORT",0.17,0.815950337219466,0.84185303514377,1878,1,0.000532197977647685,1,1879
"xgboost","loso","BEATAML1.0-COHORT",0.18,0.815950337219466,0.84185303514377,1878,1,0.000532197977647685,1,1879
"xgboost","loso","BEATAML1.0-COHORT",0.19,0.815950337219466,0.84185303514377,1878,1,0.000532197977647685,1,1879
"xgboost","loso","BEATAML1.0-COHORT",0.2,0.81639496033104,0.842217484008529,1876,3,0.00159659393294305,0.666666666666667,1879
"xgboost","loso","BEATAML1.0-COHORT",0.21,0.81639496033104,0.842217484008529,1876,3,0.00159659393294305,0.666666666666667,1879
"xgboost","loso","BEATAML1.0-COHORT",0.22,0.816924106539992,0.842666666666667,1875,4,0.00212879191059074,0.5,1879
"xgboost","loso","BEATAML1.0-COHORT",0.23,0.817433600665907,0.843116328708645,1874,5,0.00266098988823842,0.4,1879
"xgboost","loso","BEATAML1.0-COHORT",0.24,0.81794528827787,0.843566470902296,1873,6,0.00319318786588611,0.333333333333333,1879
"xgboost","loso","BEATAML1.0-COHORT",0.25,0.81794528827787,0.843566470902296,1873,6,0.00319318786588611,0.333333333333333,1879
"xgboost","loso","BEATAML1.0-COHORT",0.26,0.818369986891357,0.843933725280599,1871,8,0.00425758382118148,0.375,1879
"xgboost","loso","BEATAML1.0-COHORT",0.27,0.818369986891357,0.843933725280599,1871,8,0.00425758382118148,0.375,1879
"xgboost","loso","BEATAML1.0-COHORT",0.28,0.818369986891357,0.843933725280599,1871,8,0.00425758382118148,0.375,1879
"xgboost","loso","BEATAML1.0-COHORT",0.29,0.818801585572331,0.84430176565008,1869,10,0.00532197977647685,0.4,1879
"xgboost","loso","BEATAML1.0-COHORT",0.3,0.819536258004432,0.844957081545064,1864,15,0.00798296966471527,0.466666666666667,1879
"xgboost","loso","BEATAML1.0-COHORT",0.31,0.820066400617056,0.845410628019324,1863,16,0.00851516764236296,0.4375,1879
"xgboost","loso","BEATAML1.0-COHORT",0.32,0.822166502403984,0.84722969338354,1859,20,0.0106439595529537,0.35,1879
"xgboost","loso","BEATAML1.0-COHORT",0.33,0.824557273194237,0.849270664505673,1851,28,0.0149015433741352,0.357142857142857,1879
"xgboost","loso","BEATAML1.0-COHORT",0.34,0.827098614029514,0.851468988030468,1838,41,0.0218201170835551,0.414634146341463,1879
"xgboost","loso","BEATAML1.0-COHORT",0.35,0.828153366413019,0.852378348824494,1829,50,0.0266098988823842,0.46,1879
"xgboost","loso","BEATAML1.0-COHORT",0.36,0.827836456402929,0.852116547553601,1819,60,0.0319318786588611,0.533333333333333,1879
"xgboost","loso","BEATAML1.0-COHORT",0.37,0.829136876859594,0.853266888150609,1806,73,0.038850452368281,0.561643835616438,1879
"xgboost","loso","BEATAML1.0-COHORT",0.38,0.832471487888515,0.856022408963585,1785,94,0.0500266098988824,0.574468085106383,1879
"xgboost","loso","BEATAML1.0-COHORT",0.39,0.832488972274092,0.856017997750281,1778,101,0.0537519957424162,0.594059405940594,1879
"xgboost","loso","BEATAML1.0-COHORT",0.4,0.835143609064131,0.858356940509915,1765,114,0.0606705694518361,0.587719298245614,1879
"xgboost","loso","BEATAML1.0-COHORT",0.41,0.835798601904394,0.858857142857143,1750,129,0.0686535391165514,0.612403100775194,1879
"xgboost","loso","BEATAML1.0-COHORT",0.42,0.837214955997472,0.860023041474654,1736,143,0.0761043108036189,0.622377622377622,1879
"xgboost","loso","BEATAML1.0-COHORT",0.43,0.838914551245812,0.861466821885914,1718,161,0.0856838744012773,0.633540372670807,1879
"xgboost","loso","BEATAML1.0-COHORT",0.44,0.840553509976375,0.862941176470588,1700,179,0.0952634379989356,0.642458100558659,1879
"xgboost","loso","BEATAML1.0-COHORT",0.45,0.842586366931133,0.864608076009501,1684,195,0.103778605641299,0.646153846153846,1879
"xgboost","loso","BEATAML1.0-COHORT",0.46,0.843987693787768,0.865707434052758,1668,211,0.112293773283662,0.654028436018957,1879
"xgboost","loso","BEATAML1.0-COHORT",0.47,0.846603910530952,0.867958812840703,1651,228,0.121341138903672,0.653508771929825,1879
"xgboost","loso","BEATAML1.0-COHORT",0.48,0.848612887955149,0.869724770642202,1635,244,0.129856306546035,0.655737704918033,1879
"xgboost","loso","BEATAML1.0-COHORT",0.49,0.853343259309082,0.87383467992542,1609,270,0.143693453964875,0.651851851851852,1879
"xgboost","loso","BEATAML1.0-COHORT",0.5,0.857682985135141,0.877602523659306,1585,294,0.156466205428419,0.649659863945578,1879
"xgboost","loso","BEATAML1.0-COHORT",0.51,0.858343961959799,0.878127004490058,1559,320,0.170303352847259,0.665625,1879
"xgboost","loso","BEATAML1.0-COHORT",0.52,0.85948414430862,0.879163945133899,1531,348,0.185204896221394,0.67816091954023,1879
"xgboost","loso","BEATAML1.0-COHORT",0.53,0.861788526244005,0.88122096881221,1507,372,0.197977647684939,0.682795698924731,1879
"xgboost","loso","BEATAML1.0-COHORT",0.54,0.866449328161498,0.885423728813559,1475,404,0.215007982969665,0.683168316831683,1879
"xgboost","loso","BEATAML1.0-COHORT",0.55,0.87158333963964,0.889883000688231,1453,426,0.226716338477914,0.678403755868545,1879
"xgboost","loso","BEATAML1.0-COHORT",0.56,0.874313122527298,0.892307692307692,1430,449,0.238956891963811,0.681514476614699,1879
"xgboost","loso","BEATAML1.0-COHORT",0.57,0.87902429621829,0.89645390070922,1410,469,0.249600851516764,0.678038379530917,1879
"xgboost","loso","BEATAML1.0-COHORT",0.58,0.881179624401258,0.898624185372918,1381,498,0.265034592868547,0.684738955823293,1879
"xgboost","loso","BEATAML1.0-COHORT",0.59,0.886380730268854,0.903154805575935,1363,516,0.274614156466205,0.680232558139535,1879
"xgboost","loso","BEATAML1.0-COHORT",0.6,0.885950129697355,0.902985074626866,1340,539,0.286854709952102,0.690166975881262,1879
"xgboost","loso","BEATAML1.0-COHORT",0.61,0.885839303414348,0.903030303030303,1320,559,0.297498669505056,0.697674418604651,1879
"xgboost","loso","BEATAML1.0-COHORT",0.62,0.886067479044869,0.903400309119011,1294,585,0.311335816923896,0.705982905982906,1879
"xgboost","loso","BEATAML1.0-COHORT",0.63,0.888168546815824,0.905362776025237,1268,611,0.325172964342736,0.710310965630115,1879
"xgboost","loso","BEATAML1.0-COHORT",0.64,0.889081596560712,0.906325060048038,1249,630,0.335284725918042,0.714285714285714,1879
"xgboost","loso","BEATAML1.0-COHORT",0.65,0.890075517225971,0.907317073170732,1230,649,0.345396487493348,0.718027734976888,1879
"xgboost","loso","BEATAML1.0-COHORT",0.66,0.890308907426346,0.907730673316708,1203,676,0.359765832889835,0.724852071005917,1879
"xgboost","loso","BEATAML1.0-COHORT",0.67,0.891096228263362,0.908703071672355,1172,707,0.376263970196913,0.731258840169731,1879
"xgboost","loso","BEATAML1.0-COHORT",0.68,0.893757898038476,0.911227154046997,1149,730,0.38850452368281,0.732876712328767,1879
"xgboost","loso","BEATAML1.0-COHORT",0.69,0.891620735272439,0.909901873327386,1121,758,0.403406067056945,0.741424802110818,1879
"xgboost","loso","BEATAML1.0-COHORT",0.7,0.89392973573497,0.912087912087912,1092,787,0.418839808408728,0.744599745870394,1879
"xgboost","loso","BEATAML1.0-COHORT",0.71,0.896282341739782,0.914393226716839,1063,816,0.434273549760511,0.747549019607843,1879
"xgboost","loso","BEATAML1.0-COHORT",0.72,0.899793216330667,0.91796875,1024,855,0.455029270888771,0.750877192982456,1879
"xgboost","loso","BEATAML1.0-COHORT",0.73,0.903300548633415,0.921370967741935,992,887,0.472059606173497,0.753100338218715,1879
"xgboost","loso","BEATAML1.0-COHORT",0.74,0.90630632598888,0.924449108079748,953,926,0.492815327301756,0.757019438444924,1879
"xgboost","loso","BEATAML1.0-COHORT",0.75,0.910681610247027,0.928494041170097,923,956,0.508781266631187,0.75836820083682,1879
"xgboost","loso","BEATAML1.0-COHORT",0.76,0.914005800348401,0.931537598204265,891,988,0.525811601915913,0.761133603238866,1879
"xgboost","loso","BEATAML1.0-COHORT",0.77,0.918499595314312,0.935672514619883,855,1024,0.544970729111229,0.763671875,1879
"xgboost","loso","BEATAML1.0-COHORT",0.78,0.922152432950337,0.938949938949939,819,1060,0.564129856306546,0.766981132075472,1879
"xgboost","loso","BEATAML1.0-COHORT",0.79,0.927040852257086,0.943371943371943,777,1102,0.586482171367749,0.770417422867514,1879
"xgboost","loso","BEATAML1.0-COHORT",0.8,0.93151178718189,0.947586206896552,725,1154,0.614156466205428,0.775563258232236,1879
"xgboost","loso","BEATAML1.0-COHORT",0.81,0.935972314805622,0.951754385964912,684,1195,0.635976583288984,0.77907949790795,1879
"xgboost","loso","BEATAML1.0-COHORT",0.82,0.946408869471202,0.960122699386503,652,1227,0.653006918573709,0.779136104319478,1879
